code;name;gen_cat;comb_cls;bidi_cat;dec_map;dec_dig_val;dig_val;num_val;mir;one_name;cmt;uc;lc;tc
178463;CJK UNIFIED IDEOGRAPH-2B91F;Lo;0;L;;;;;N;;;;;
178464;CJK UNIFIED IDEOGRAPH-2B920;Lo;0;L;;;;;N;;;;;
178465;CJK UNIFIED IDEOGRAPH-2B921;Lo;0;L;;;;;N;;;;;
178466;CJK UNIFIED IDEOGRAPH-2B922;Lo;0;L;;;;;N;;;;;
178467;CJK UNIFIED IDEOGRAPH-2B923;Lo;0;L;;;;;N;;;;;
178468;CJK UNIFIED IDEOGRAPH-2B924;Lo;0;L;;;;;N;;;;;
178469;CJK UNIFIED IDEOGRAPH-2B925;Lo;0;L;;;;;N;;;;;
178470;CJK UNIFIED IDEOGRAPH-2B926;Lo;0;L;;;;;N;;;;;
178471;CJK UNIFIED IDEOGRAPH-2B927;Lo;0;L;;;;;N;;;;;
178472;CJK UNIFIED IDEOGRAPH-2B928;Lo;0;L;;;;;N;;;;;
178473;CJK UNIFIED IDEOGRAPH-2B929;Lo;0;L;;;;;N;;;;;
178474;CJK UNIFIED IDEOGRAPH-2B92A;Lo;0;L;;;;;N;;;;;
178475;CJK UNIFIED IDEOGRAPH-2B92B;Lo;0;L;;;;;N;;;;;
178476;CJK UNIFIED IDEOGRAPH-2B92C;Lo;0;L;;;;;N;;;;;
178477;CJK UNIFIED IDEOGRAPH-2B92D;Lo;0;L;;;;;N;;;;;
178478;CJK UNIFIED IDEOGRAPH-2B92E;Lo;0;L;;;;;N;;;;;
178479;CJK UNIFIED IDEOGRAPH-2B92F;Lo;0;L;;;;;N;;;;;
178480;CJK UNIFIED IDEOGRAPH-2B930;Lo;0;L;;;;;N;;;;;
178481;CJK UNIFIED IDEOGRAPH-2B931;Lo;0;L;;;;;N;;;;;
178482;CJK UNIFIED IDEOGRAPH-2B932;Lo;0;L;;;;;N;;;;;
178483;CJK UNIFIED IDEOGRAPH-2B933;Lo;0;L;;;;;N;;;;;
178484;CJK UNIFIED IDEOGRAPH-2B934;Lo;0;L;;;;;N;;;;;
178485;CJK UNIFIED IDEOGRAPH-2B935;Lo;0;L;;;;;N;;;;;
178486;CJK UNIFIED IDEOGRAPH-2B936;Lo;0;L;;;;;N;;;;;
178487;CJK UNIFIED IDEOGRAPH-2B937;Lo;0;L;;;;;N;;;;;
178488;CJK UNIFIED IDEOGRAPH-2B938;Lo;0;L;;;;;N;;;;;
178489;CJK UNIFIED IDEOGRAPH-2B939;Lo;0;L;;;;;N;;;;;
178490;CJK UNIFIED IDEOGRAPH-2B93A;Lo;0;L;;;;;N;;;;;
178491;CJK UNIFIED IDEOGRAPH-2B93B;Lo;0;L;;;;;N;;;;;
178492;CJK UNIFIED IDEOGRAPH-2B93C;Lo;0;L;;;;;N;;;;;
178493;CJK UNIFIED IDEOGRAPH-2B93D;Lo;0;L;;;;;N;;;;;
178494;CJK UNIFIED IDEOGRAPH-2B93E;Lo;0;L;;;;;N;;;;;
178495;CJK UNIFIED IDEOGRAPH-2B93F;Lo;0;L;;;;;N;;;;;
178496;CJK UNIFIED IDEOGRAPH-2B940;Lo;0;L;;;;;N;;;;;
178497;CJK UNIFIED IDEOGRAPH-2B941;Lo;0;L;;;;;N;;;;;
178498;CJK UNIFIED IDEOGRAPH-2B942;Lo;0;L;;;;;N;;;;;
178499;CJK UNIFIED IDEOGRAPH-2B943;Lo;0;L;;;;;N;;;;;
178500;CJK UNIFIED IDEOGRAPH-2B944;Lo;0;L;;;;;N;;;;;
178501;CJK UNIFIED IDEOGRAPH-2B945;Lo;0;L;;;;;N;;;;;
178502;CJK UNIFIED IDEOGRAPH-2B946;Lo;0;L;;;;;N;;;;;
